Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
17,3,Corey Perry,ANA,Western,RW,Ariana Grande,Brandon Nguyen,20152016,2273.0,"Peterborough, ON",CAN,75.0,208.0,16/5/1985,30.0,62.0,34.0,28.0,2.0,62.0,68.0,12.0,12.0,,,6.0,2.0,8.0,1813.0,87122.0,1062.4634146341464,215.0,82.0,104.0,36.0,82.0,12.0,12.0,24.0,24.0,,1.0,,,,,,,,,,,,,,,
18,3,Ryan Getzlaf,ANA,Western,C,Lights _,Ivan Chow,20152016,2310.0,"Regina, SK",CAN,75.0,228.0,10/5/1985,30.0,63.0,13.0,50.0,14.0,63.0,55.0,6.0,16.0,,1.0,5.0,602.0,617.0,1889.0,90117.0,1170.3506493506493,178.0,77.0,108.0,61.0,77.0,6.0,17.0,23.0,22.0,1.0,,,,,,,,,,,,,,,,
19,4,Patrick Kane,CHI,Western,RW,Lights _,Ivan Chow,20152016,3735.0,"Buffalo, NY",USA,70.0,177.0,19/11/1988,27.0,106.0,46.0,60.0,17.0,106.0,30.0,17.0,20.0,,,9.0,11.0,40.0,1967.0,100419.0,1224.621951219512,287.0,82.0,37.0,21.0,82.0,17.0,20.0,37.0,37.0,,2.0,,,,,,,,,,,,,,,
20,4,Mark Giordano,CGY,Western,D,Ariana Grande,Brandon Nguyen,20152016,3006.0,"Toronto, ON",CAN,72.0,202.0,3/10/1983,32.0,56.0,21.0,35.0,-5.0,56.0,54.0,9.0,10.0,1.0,2.0,2.0,,,2497.0,121981.0,1487.5731707317073,212.0,82.0,65.0,193.0,82.0,10.0,12.0,22.0,19.0,3.0,,,,,,,,,,,,,,56.0,,
21,4,P.K. Subban,MON,Eastern,D,Taylor Swift,Maanik Bhandari,20152016,4044.0,"Toronto, ON",CAN,72.0,210.0,13/5/1989,26.0,51.0,6.0,45.0,4.0,51.0,75.0,2.0,22.0,,,,,,1922.0,107558.0,1581.735294117647,176.0,68.0,102.0,80.0,68.0,2.0,22.0,24.0,24.0,,,,,,,,,,,,,,,51.0,,
22,4,Kris Letang,PIT,Eastern,D,Carly Rae Jepsen,Nam Le,20152016,3539.0,"Montreal, QC",CAN,72.0,193.0,24/4/1987,28.0,67.0,16.0,51.0,9.0,67.0,66.0,5.0,22.0,,3.0,2.0,,,2198.0,114786.0,1616.7042253521126,218.0,71.0,135.0,122.0,71.0,5.0,25.0,30.0,27.0,3.0,,,,,,,,,,,,,,67.0,,
23,4,Connor McDavid,EDM,Western,C,Lights _2,bryan lam,20152016,3895074.0,"Richmond Hill, ON",CAN,73.0,194.0,13/1/1997,18.0,48.0,16.0,32.0,-1.0,48.0,18.0,3.0,11.0,,,5.0,249.0,355.0,1030.0,50989.0,1133.088888888889,105.0,45.0,12.0,10.0,45.0,3.0,11.0,14.0,14.0,,,,,,,,,,,,,,,,,
24,4,Zach Parise,MIN,Western,LW,Selena Gomez,Brian Duong,20152016,2975.0,"Minneapolis, MN",USA,71.0,195.0,28/7/1984,31.0,53.0,25.0,28.0,-3.0,53.0,36.0,7.0,11.0,,,7.0,,4.0,1628.0,81026.0,1157.5142857142857,234.0,70.0,71.0,42.0,70.0,7.0,11.0,18.0,18.0,,3.0,,,,,,,,,,,,,,,
25,5,Henrik Zetterberg,DET,Eastern,C,Selena Gomez,Brian Duong,20152016,1964.0,"Njurunda, SWE",SWE,71.0,195.0,10/10/1980,35.0,50.0,13.0,37.0,-15.0,50.0,24.0,2.0,20.0,,,3.0,539.0,536.0,1974.0,95499.0,1164.621951219512,214.0,82.0,54.0,26.0,82.0,2.0,20.0,22.0,22.0,,,,,,,,,,,,,,,,,
26,5,Daniel Sedin,VAN,Western,LW,Lights _2,bryan lam,20152016,836.0,"Ornskoldsvik, SWE",SWE,73.0,190.0,26/9/1980,35.0,61.0,28.0,33.0,7.0,61.0,36.0,8.0,11.0,,1.0,6.0,5.0,14.0,1923.0,90202.0,1100.0243902439024,258.0,82.0,20.0,19.0,82.0,8.0,12.0,20.0,19.0,1.0,1.0,,,,,,,,,,,,,,,
27,5,Rick Nash,NYR,Eastern,LW,Carly Rae Jepsen,Nam Le,20152016,1569.0,"Brampton, ON",CAN,76.0,213.0,16/6/1984,31.0,36.0,15.0,21.0,8.0,36.0,30.0,4.0,2.0,,1.0,4.0,,1.0,1518.0,60982.0,1016.3666666666667,183.0,60.0,69.0,24.0,60.0,4.0,3.0,7.0,6.0,1.0,1.0,,,,,,,,,,,,,,,
28,5,Tyler Johnson,TB,Eastern,C,Taylor Swift,Maanik Bhandari,20152016,5706.0,"Spokane, WA",USA,68.0,191.0,29/7/1990,25.0,38.0,14.0,24.0,4.0,38.0,20.0,3.0,10.0,,,7.0,479.0,507.0,1416.0,70957.0,1028.3623188405797,167.0,69.0,46.0,25.0,69.0,3.0,10.0,13.0,13.0,,,,,,,,,,,,,,,,,
29,5,Joe Pavelski,SJ,Western,C,Ariana Grande,Brandon Nguyen,20152016,3451.0,"Plover, WI",USA,73.0,196.0,11/7/1984,31.0,78.0,38.0,40.0,25.0,78.0,30.0,12.0,16.0,,,11.0,516.0,422.0,2067.0,97494.0,1188.9512195121952,224.0,82.0,147.0,67.0,82.0,12.0,16.0,28.0,28.0,,,,,,,,,,,,,,,,,
30,5,Nicklas Backstrom,WSH,Eastern,C,Lights _,Ivan Chow,20152016,3666.0,"Gavle, SWE",SWE,73.0,202.0,23/11/1987,28.0,70.0,20.0,50.0,17.0,70.0,36.0,3.0,27.0,,,4.0,659.0,698.0,1743.0,86318.0,1150.9066666666668,129.0,75.0,51.0,50.0,75.0,3.0,27.0,30.0,30.0,,,,,,,,,,,,,,,,,
31,6,Johnny Gaudreau,CGY,Western,LW,Lights _,Ivan Chow,20152016,2563039.0,"Salem, NJ",USA,69.0,163.0,13/8/1993,22.0,78.0,30.0,48.0,4.0,78.0,20.0,6.0,15.0,,,6.0,2.0,3.0,1970.0,94471.0,1195.8354430379748,217.0,79.0,26.0,10.0,79.0,6.0,15.0,21.0,21.0,,2.0,,,,,,,,,,,,,,,
32,6,Taylor Hall,EDM,Western,LW,Ariana Grande,Brandon Nguyen,20152016,5428.0,"Calgary, AB",CAN,73.0,210.0,14/11/1991,24.0,65.0,26.0,39.0,-4.0,65.0,54.0,4.0,8.0,,,6.0,14.0,25.0,1961.0,94485.0,1152.2560975609756,286.0,82.0,82.0,50.0,82.0,4.0,8.0,12.0,12.0,,,,,,,,,,,,,,,,,
33,6,Max Pacioretty,MON,Eastern,LW,Taylor Swift,Maanik Bhandari,20152016,4005.0,"New Canaan, CT",USA,74.0,217.0,20/11/1988,27.0,64.0,30.0,34.0,-10.0,64.0,34.0,8.0,9.0,1.0,,6.0,6.0,7.0,2107.0,91154.0,1111.6341463414635,303.0,82.0,102.0,37.0,82.0,9.0,9.0,18.0,17.0,1.0,,,,,,,,,,,,,,,,
34,6,Logan Couture,SJ,Western,C,Carly Rae Jepsen,Nam Le,20152016,3773.0,"Guelph, ON",CAN,73.0,206.0,28/3/1989,26.0,36.0,15.0,21.0,2.0,36.0,20.0,5.0,10.0,,,4.0,271.0,305.0,1198.0,54248.0,1043.2307692307693,137.0,52.0,29.0,38.0,52.0,5.0,10.0,15.0,15.0,,1.0,,,,,,,,,,,,,,,
35,6,Henrik Sedin,VAN,Western,C,Lights _2,bryan lam,20152016,837.0,"Ornskoldsvik, SWE",SWE,74.0,192.0,26/9/1980,35.0,55.0,11.0,44.0,,55.0,24.0,5.0,15.0,1.0,,,620.0,727.0,1722.0,81602.0,1102.7297297297298,99.0,74.0,9.0,19.0,74.0,6.0,15.0,21.0,20.0,1.0,,,,,,,,,,,,,,,,
36,6,Nick Foligno,CLS,Western,LW,Selena Gomez,Brian Duong,20152016,3535.0,"Buffalo, NY",USA,72.0,210.0,31/10/1987,28.0,37.0,12.0,25.0,-14.0,37.0,53.0,,13.0,,,2.0,83.0,93.0,1523.0,72972.0,1013.5,149.0,72.0,152.0,46.0,72.0,,13.0,13.0,13.0,,1.0,,,,,,,,,,,,,,,
37,7,Brent Burns,SJ,Western,D,Selena Gomez,Brian Duong,20152016,2300.0,"Barrie, ON",CAN,77.0,228.0,9/3/1985,30.0,75.0,27.0,48.0,-5.0,75.0,53.0,7.0,23.0,1.0,1.0,4.0,1.0,,2252.0,127251.0,1551.841463414634,353.0,82.0,101.0,145.0,82.0,8.0,24.0,32.0,30.0,2.0,,,,,,,,,,,,,,75.0,,
38,7,Sam Bennett,CGY,Western,C,Lights _2,bryan lam,20152016,3114732.0,"Holland Landing, ON",CAN,73.0,193.0,20/6/1996,19.0,36.0,18.0,18.0,-11.0,36.0,37.0,3.0,5.0,,,2.0,160.0,187.0,1642.0,69975.0,908.7662337662338,136.0,77.0,110.0,32.0,77.0,3.0,5.0,8.0,8.0,,1.0,,,,,,,,,,,,,,,
39,7,Kevin Shattenkirk,STL,Western,D,Carly Rae Jepsen,Nam Le,20152016,5008.0,"New Rochelle, NY",USA,72.0,203.0,29/1/1989,26.0,44.0,14.0,30.0,-14.0,44.0,51.0,6.0,20.0,,1.0,1.0,,,2041.0,96864.0,1345.3333333333333,180.0,72.0,82.0,113.0,72.0,6.0,21.0,27.0,26.0,1.0,,,,,,,,,,,,,,44.0,,
40,7,Nikita Kucherov,TB,Eastern,RW,Taylor Swift,Maanik Bhandari,20152016,2563060.0,"Maikop, RUS",RUS,72.0,173.0,17/6/1993,22.0,66.0,30.0,36.0,9.0,66.0,30.0,9.0,16.0,,,4.0,,1.0,1607.0,84141.0,1092.7402597402597,209.0,77.0,61.0,28.0,77.0,9.0,16.0,25.0,25.0,,,,,,,,,,,,,,,,,
41,7,Duncan Keith,CHI,Western,D,Ariana Grande,Brandon Nguyen,20152016,2306.0,"Winnipeg, MB",CAN,73.0,192.0,16/7/1983,32.0,43.0,9.0,34.0,13.0,43.0,26.0,4.0,14.0,,1.0,4.0,,1.0,2063.0,101446.0,1514.1194029850747,130.0,67.0,16.0,116.0,67.0,4.0,15.0,19.0,18.0,1.0,,,,,,,,,,,,,,43.0,,
42,7,Dustin Byfuglien,WPG,Western,D,Lights _,Ivan Chow,20152016,3070.0,"Roseau, MN",USA,77.0,260.0,27/3/1985,30.0,53.0,19.0,34.0,4.0,53.0,119.0,3.0,14.0,1.0,1.0,6.0,,,2224.0,122487.0,1512.1851851851852,247.0,81.0,222.0,105.0,81.0,4.0,15.0,19.0,17.0,2.0,,,,,,,,,,,,,,53.0,,
43,8,Pavel Datsyuk,DET,Eastern,C,Lights _,Ivan Chow,20152016,1223.0,"Serverlosk, RUS",RUS,71.0,194.0,20/7/1978,37.0,49.0,16.0,33.0,7.0,49.0,14.0,8.0,12.0,,,1.0,599.0,517.0,1582.0,77834.0,1179.3030303030303,181.0,66.0,70.0,33.0,66.0,8.0,12.0,20.0,20.0,,,,,,,,,,,,,,,,,
44,8,T.J. Oshie,WSH,Eastern,RW,Ariana Grande,Brandon Nguyen,20152016,5034.0,"Everett, WA",USA,72.0,187.0,23/12/1986,29.0,51.0,26.0,25.0,16.0,51.0,34.0,11.0,6.0,,,5.0,138.0,124.0,1858.0,91024.0,1137.8,185.0,80.0,134.0,62.0,80.0,11.0,6.0,17.0,17.0,,,,,,,,,,,,,,,,,
45,8,Victor Hedman,TB,Eastern,D,Taylor Swift,Maanik Bhandari,20152016,5157.0,"Ornskoldsvik, SWE",SWE,79.0,244.0,18/12/1990,25.0,47.0,10.0,37.0,21.0,47.0,46.0,1.0,10.0,,1.0,,,,2047.0,107950.0,1383.974358974359,180.0,78.0,62.0,132.0,78.0,1.0,11.0,12.0,11.0,1.0,,,,,,,,,,,,,,47.0,,
46,8,Anze Kopitar,LA,Western,C,Carly Rae Jepsen,Nam Le,20152016,3183.0,"Jesenice, YUG",YUG,75.0,225.0,24/8/1987,28.0,74.0,25.0,49.0,34.0,74.0,16.0,5.0,13.0,1.0,2.0,8.0,950.0,826.0,2036.0,101412.0,1252.0,177.0,81.0,78.0,65.0,81.0,6.0,15.0,21.0,18.0,3.0,1.0,,,,,,,,,,,,,,,
47,8,Tyson Barrie,COL,Western,D,Lights _2,bryan lam,20152016,5181.0,"Victoria, BC",CAN,71.0,197.0,26/7/1991,24.0,49.0,13.0,36.0,-16.0,49.0,31.0,3.0,18.0,1.0,1.0,5.0,,,2146.0,108574.0,1391.974358974359,172.0,78.0,37.0,84.0,78.0,4.0,19.0,23.0,21.0,2.0,,,,,,,,,,,,,,49.0,,
48,8,Filip Forsberg,NSH,Western,C,Selena Gomez,Brian Duong,20152016,2968772.0,"Ostervala, SWE",SWE,73.0,205.0,13/8/1994,21.0,64.0,33.0,31.0,1.0,64.0,47.0,8.0,15.0,1.0,,3.0,2.0,7.0,2048.0,93739.0,1143.158536585366,247.0,82.0,114.0,41.0,82.0,9.0,15.0,24.0,23.0,1.0,2.0,,,,,,,,,,,,,,,
49,9,Alex Pietrangelo,STL,Western,D,Selena Gomez,Brian Duong,20152016,4013.0,"King City, ON",CAN,75.0,215.0,18/1/1990,25.0,37.0,7.0,30.0,10.0,37.0,20.0,1.0,4.0,,1.0,1.0,,,2257.0,115215.0,1578.2876712328766,182.0,73.0,48.0,136.0,73.0,1.0,5.0,6.0,5.0,1.0,,,,,,,,,,,,,,37.0,,
50,9,Jack Eichel,BUF,Eastern,C,Lights _2,bryan lam,20152016,3648002.0,"North Chelmsford, MA",USA,74.0,208.0,28/10/1996,19.0,56.0,24.0,32.0,-16.0,56.0,22.0,8.0,13.0,,,5.0,402.0,578.0,1796.0,92931.0,1147.2962962962963,238.0,81.0,43.0,25.0,81.0,8.0,13.0,21.0,21.0,,,,,,,,,,,,,,,,,
51,9,Jordan Eberle,EDM,Western,RW,Carly Rae Jepsen,Nam Le,20152016,5032.0,"Regina, SK",CAN,71.0,180.0,15/5/1990,25.0,47.0,25.0,22.0,-12.0,47.0,14.0,7.0,4.0,,,4.0,5.0,3.0,1560.0,73924.0,1071.3623188405797,173.0,69.0,28.0,23.0,69.0,7.0,4.0,11.0,11.0,,1.0,,,,,,,,,,,,,,,
52,9,John Carlson,WSH,Eastern,D,Taylor Swift,Maanik Bhandari,20152016,5118.0,"Natick, MA",USA,75.0,220.0,10/1/1990,25.0,39.0,8.0,31.0,16.0,39.0,14.0,2.0,12.0,,1.0,4.0,,,1591.0,79637.0,1422.0892857142858,124.0,56.0,46.0,114.0,56.0,2.0,13.0,15.0,14.0,1.0,,,,,,,,,,,,,,39.0,,
53,9,Shea Weber,NSH,Western,D,Ariana Grande,Brandon Nguyen,20152016,2278.0,"Sicamous, BC",CAN,76.0,229.0,14/8/1985,30.0,51.0,20.0,31.0,-7.0,51.0,27.0,14.0,12.0,,1.0,1.0,,,2334.0,118764.0,1522.6153846153845,189.0,78.0,169.0,160.0,78.0,14.0,13.0,27.0,26.0,1.0,1.0,,,,,,,,,,,,,51.0,,
54,9,Jiri Hudler,FLA,Eastern,RW,Lights _,Ivan Chow,20152016,2120.0,"Olomouc, Czechoslovakia",Czechoslovakia,70.0,183.0,4/1/1984,31.0,46.0,16.0,30.0,-1.0,46.0,27.0,3.0,7.0,,,1.0,11.0,15.0,1598.0,68080.0,945.5555555555555,109.0,72.0,28.0,7.0,72.0,3.0,7.0,10.0,10.0,,,,,,,,,,,,,,,,,
55,10,Mike Green,DET,Eastern,D,Lights _,Ivan Chow,20152016,3172.0,"Calgary, AB",CAN,73.0,210.0,12/10/1985,30.0,35.0,7.0,28.0,-6.0,35.0,38.0,5.0,15.0,,,,,2.0,1831.0,87772.0,1186.1081081081081,124.0,74.0,106.0,71.0,74.0,5.0,15.0,20.0,20.0,,,,,,,,,,,,,,,35.0,,
56,10,Matt Duchene,COL,Western,C,Ariana Grande,Brandon Nguyen,20152016,5161.0,"Halliburton, ON",CAN,71.0,212.0,16/1/1991,24.0,59.0,30.0,29.0,-8.0,59.0,24.0,8.0,7.0,,,6.0,428.0,311.0,1746.0,84773.0,1115.4342105263158,200.0,76.0,41.0,37.0,76.0,8.0,7.0,15.0,15.0,,,,,,,,,,,,,,,,,
57,10,Jason Spezza,DAL,Western,C,Taylor Swift,Maanik Bhandari,20152016,1183.0,"Toronto, ON",CAN,75.0,216.0,13/6/1983,32.0,63.0,33.0,30.0,4.0,63.0,22.0,9.0,15.0,,,7.0,538.0,443.0,1635.0,74340.0,991.2,202.0,75.0,9.0,20.0,75.0,9.0,15.0,24.0,24.0,,2.0,,,,,,,,,,,,,,,
58,10,Joe Thornton,SJ,Western,C,Carly Rae Jepsen,Nam Le,20152016,939.0,"London, ON",CAN,76.0,220.0,2/7/1979,36.0,82.0,19.0,63.0,25.0,82.0,54.0,8.0,21.0,,,6.0,399.0,354.0,1962.0,90343.0,1101.7439024390244,121.0,82.0,48.0,30.0,82.0,8.0,21.0,29.0,29.0,,,,,,,,,,,,,,,,,
59,10,Roberto Luongo,FLA,Eastern,G,Lights _2,bryan lam,20152016,551.0,"Montreal, QC",CAN,75.0,215.0,4/4/1979,36.0,35.0,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,60.0,35.0,19.0,1801.0,141.0,1660.0,4.0,216111.0,6.0,2.348792981384566,0.9217101610216546,0.5833333333333334,,,8.0
60,10,Niklas Kronwall,DET,Eastern,D,Selena Gomez,Brian Duong,20152016,2127.0,"Stockholm, SWE",SWE,72.0,194.0,12/1/1981,34.0,26.0,3.0,23.0,-21.0,26.0,30.0,,14.0,,,2.0,,,1880.0,84516.0,1320.5625,61.0,64.0,93.0,81.0,64.0,,14.0,14.0,14.0,,,,,,,,,,,,,,,26.0,,
61,11,Blake Wheeler,WPG,Western,RW,Selena Gomez,Brian Duong,20152016,3961.0,"Plymouth, MN",USA,77.0,222.0,31/8/1986,29.0,78.0,26.0,52.0,8.0,78.0,49.0,3.0,14.0,2.0,2.0,5.0,10.0,18.0,2101.0,97354.0,1187.2439024390244,256.0,82.0,92.0,56.0,82.0,5.0,16.0,21.0,17.0,4.0,,,,,,,,,,,,,,,,
62,11,Mark Streit,PHI,Eastern,D,Lights _2,bryan lam,20152016,3256.0,"Bern, SUI",SUI,71.0,191.0,11/12/1977,38.0,23.0,6.0,17.0,-1.0,23.0,18.0,2.0,6.0,,,1.0,,,1760.0,81373.0,1312.467741935484,110.0,62.0,28.0,90.0,62.0,2.0,6.0,8.0,8.0,,,,,,,,,,,,,,,23.0,,
63,11,Roman Josi,NSH,Western,D,Carly Rae Jepsen,Nam Le,20152016,5436.0,"Bern, SUI",SUI,73.0,201.0,1/6/1990,25.0,61.0,14.0,47.0,-3.0,61.0,43.0,6.0,18.0,1.0,1.0,3.0,,,2418.0,123853.0,1529.0493827160494,198.0,81.0,59.0,185.0,81.0,7.0,19.0,26.0,24.0,2.0,,,,,,,,,,,,,,61.0,,
64,11,Oliver Ekman-Larsson,ARI,Western,D,Taylor Swift,Maanik Bhandari,20152016,5488.0,"Karlskrona, SWE",SWE,74.0,192.0,17/7/1991,24.0,55.0,21.0,34.0,-6.0,55.0,96.0,12.0,15.0,,,8.0,,,2127.0,111463.0,1486.1733333333334,228.0,75.0,154.0,67.0,75.0,12.0,15.0,27.0,27.0,,,,,,,,,,,,,,,55.0,,
65,11,Keith Yandle,NYR,Eastern,D,Ariana Grande,Brandon Nguyen,20152016,3330.0,"Boston, MA",USA,73.0,192.0,9/9/1986,29.0,47.0,5.0,42.0,-4.0,47.0,40.0,2.0,20.0,,,1.0,,,2153.0,98213.0,1197.719512195122,160.0,82.0,43.0,68.0,82.0,2.0,20.0,22.0,22.0,,,,,,,,,,,,,,,47.0,,
66,11,Kyle Turris,OTT,Eastern,C,Lights _,Ivan Chow,20152016,3892.0,"New Westminster, BC",CAN,73.0,190.0,14/8/1989,26.0,30.0,13.0,17.0,-15.0,30.0,32.0,3.0,5.0,,1.0,2.0,536.0,508.0,1308.0,67390.0,1182.280701754386,122.0,57.0,44.0,31.0,57.0,3.0,6.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,
67,12,Drew Doughty,LA,Western,D,Lights _,Ivan Chow,20152016,3995.0,"London, ON",CAN,73.0,210.0,8/12/1989,26.0,51.0,14.0,37.0,24.0,51.0,52.0,9.0,15.0,1.0,1.0,3.0,,,2730.0,137848.0,1681.0731707317073,197.0,82.0,125.0,105.0,82.0,10.0,16.0,26.0,24.0,2.0,,,,,,,,,,,,,,51.0,,
68,12,Patrick Marleau,SJ,Western,LW,Ariana Grande,Brandon Nguyen,20152016,576.0,"Aneroid, SK",CAN,74.0,215.0,15/9/1979,36.0,48.0,25.0,23.0,-22.0,48.0,10.0,11.0,14.0,1.0,,5.0,267.0,258.0,2003.0,93620.0,1141.7073170731708,216.0,82.0,64.0,36.0,82.0,12.0,14.0,26.0,25.0,1.0,,,,,,,,,,,,,,,,
69,12,Gabriel Landeskog,COL,Western,LW,Taylor Swift,Maanik Bhandari,20152016,2562609.0,"Stockholm, SWE",SWE,73.0,215.0,23/11/1992,23.0,53.0,20.0,33.0,-5.0,53.0,69.0,4.0,10.0,1.0,2.0,2.0,31.0,25.0,1784.0,85166.0,1135.5466666666666,169.0,75.0,141.0,66.0,75.0,5.0,12.0,17.0,14.0,3.0,,,,,,,,,,,,,,,,
70,12,Mark Stone,OTT,Eastern,RW,Carly Rae Jepsen,Nam Le,20152016,5545.0,"Winnipeg, MB",CAN,75.0,210.0,13/5/1992,23.0,61.0,23.0,38.0,-4.0,61.0,38.0,5.0,10.0,1.0,2.0,1.0,8.0,11.0,1789.0,90511.0,1206.8133333333333,151.0,75.0,55.0,54.0,75.0,6.0,12.0,18.0,15.0,3.0,,,,,,,,,,,,,,,,
71,12,Nathan MacKinnon,COL,Western,C,Lights _2,bryan lam,20152016,3041969.0,"Halifax, NS",CAN,72.0,200.0,1/9/1995,20.0,52.0,21.0,31.0,-4.0,52.0,20.0,7.0,9.0,,1.0,6.0,507.0,540.0,1696.0,81501.0,1131.9583333333333,245.0,72.0,46.0,53.0,72.0,7.0,10.0,17.0,16.0,1.0,1.0,,,,,,,,,,,,,,,
72,12,Radim Vrbata,VAN,Western,RW,Selena Gomez,Brian Duong,20152016,1323.0,"Mlada Boleslav, Czechoslovakia",Czechoslovakia,73.0,194.0,13/6/1981,34.0,27.0,13.0,14.0,-30.0,27.0,12.0,5.0,4.0,,,,4.0,10.0,1372.0,60657.0,962.8095238095239,199.0,63.0,15.0,12.0,63.0,5.0,4.0,9.0,9.0,,1.0,,,,,,,,,,,,,,,
73,13,Marian Hossa,CHI,Western,RW,Selena Gomez,Brian Duong,20152016,386.0,"Stara Lubovna, Czechoslovakia",Czechoslovakia,73.0,207.0,12/1/1979,36.0,33.0,13.0,20.0,10.0,33.0,24.0,2.0,7.0,3.0,1.0,2.0,,2.0,1542.0,66284.0,1035.6875,191.0,64.0,37.0,33.0,64.0,5.0,8.0,13.0,9.0,4.0,,,,,,,,,,,,,,,,
74,13,Max Domi,ARI,Western,C,Lights _2,bryan lam,20152016,3042014.0,"Winnipeg, MB",CAN,70.0,209.0,2/3/1995,20.0,52.0,18.0,34.0,3.0,52.0,72.0,3.0,12.0,,1.0,,20.0,35.0,1751.0,79579.0,982.4567901234568,156.0,81.0,34.0,25.0,81.0,3.0,13.0,16.0,15.0,1.0,1.0,,,,,,,,,,,,,,,
75,13,Patrick Sharp,DAL,Western,LW,Carly Rae Jepsen,Nam Le,20152016,2002.0,"Winnipeg, MB",CAN,73.0,198.0,27/12/1981,34.0,55.0,20.0,35.0,-3.0,55.0,27.0,7.0,17.0,,,6.0,16.0,17.0,1744.0,80337.0,1057.0657894736842,226.0,76.0,76.0,24.0,76.0,7.0,17.0,24.0,24.0,,,,,,,,,,,,,,,,,
76,13,Andrew Ladd,CHI,Western,LW,Taylor Swift,Maanik Bhandari,20152016,3191.0,"Maple Ridge, BC",CAN,75.0,205.0,12/12/1985,30.0,46.0,25.0,21.0,-13.0,46.0,45.0,10.0,4.0,2.0,,3.0,8.0,5.0,1953.0,88519.0,1134.8589743589744,181.0,78.0,155.0,42.0,78.0,12.0,4.0,16.0,14.0,2.0,,,,,,,,,,,,,,,,
77,13,Patrice Bergeron,BOS,Eastern,C,Ariana Grande,Brandon Nguyen,20152016,2280.0,"Ancienne-Lorette, QC",CAN,73.0,195.0,24/7/1985,30.0,68.0,32.0,36.0,12.0,68.0,49.0,12.0,13.0,1.0,2.0,6.0,1130.0,848.0,2080.0,95207.0,1190.0875,282.0,80.0,77.0,56.0,80.0,13.0,15.0,28.0,25.0,3.0,,,,,,,,,,,,,,,,
78,13,Jeff Carter,LA,Western,RW,Lights _,Ivan Chow,20152016,2383.0,"London, ON",CAN,75.0,219.0,1/1/1985,30.0,62.0,24.0,38.0,18.0,62.0,20.0,4.0,8.0,1.0,1.0,6.0,598.0,630.0,1786.0,84954.0,1103.2987012987012,242.0,77.0,89.0,39.0,77.0,5.0,9.0,14.0,12.0,2.0,,,,,,,,,,,,,,,,
79,14,Jarome Iginla,COL,Western,RW,Lights _,Ivan Chow,20152016,401.0,"Edmonton, AB",CAN,73.0,204.0,1/7/1977,38.0,47.0,22.0,25.0,-22.0,47.0,41.0,13.0,6.0,,,3.0,61.0,54.0,1587.0,78039.0,951.6951219512196,182.0,82.0,70.0,45.0,82.0,13.0,6.0,19.0,19.0,,,,,,,,,,,,,,,,,
80,14,Derek Stepan,NYR,Eastern,C,Ariana Grande,Brandon Nguyen,20152016,5731.0,"Hastings, MN",USA,71.0,196.0,18/6/1990,25.0,53.0,22.0,31.0,5.0,53.0,20.0,5.0,9.0,3.0,,5.0,515.0,588.0,1757.0,76703.0,1065.3194444444443,192.0,72.0,38.0,39.0,72.0,8.0,9.0,17.0,14.0,3.0,,,,,,,,,,,,,,,,
81,14,Ondrej Palat,TB,Eastern,LW,Taylor Swift,Maanik Bhandari,20152016,2590389.0,"Frydek-Mistek, Czechoslovakia",Czechoslovakia,72.0,194.0,28/3/1991,24.0,40.0,16.0,24.0,10.0,40.0,20.0,1.0,6.0,2.0,1.0,4.0,2.0,6.0,1335.0,66659.0,1075.1451612903227,117.0,62.0,108.0,39.0,62.0,3.0,7.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,
82,14,John Klingberg,DAL,Western,D,Carly Rae Jepsen,Nam Le,20152016,2590751.0,"Gothenburg, SWE",SWE,74.0,185.0,14/8/1992,23.0,58.0,10.0,48.0,22.0,58.0,30.0,2.0,20.0,,,4.0,,,2060.0,103458.0,1361.2894736842106,171.0,76.0,44.0,68.0,76.0,2.0,20.0,22.0,22.0,,,,,,,,,,,,,,,58.0,,
83,14,Eddie Lack,CAR,Eastern,G,Lights _2,bryan lam,20152016,5588.0,"Norrtalje, SWE",SWE,76.0,187.0,5/1/1988,27.0,12.0,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,31.0,12.0,14.0,910.0,90.0,820.0,2.0,115206.0,6.0,2.8123535232539973,0.9010989010989011,0.375,,,5.0
84,14,Derick Brassard,NYR,Eastern,C,Selena Gomez,Brian Duong,20152016,3506.0,"Hull, QC",CAN,73.0,202.0,22/9/1987,28.0,58.0,27.0,31.0,12.0,58.0,30.0,8.0,14.0,,,5.0,676.0,670.0,1875.0,85849.0,1073.1125,182.0,80.0,103.0,23.0,80.0,8.0,14.0,22.0,22.0,,,,,,,,,,,,,,,,,
